Year,NOC,Events_Participated,NA,Total,ER,HE,Mundlak_NM,Const
1956,EGY,2,3,0.0,0.005847953216374269,0,0.0,1
1956,ESP,4,6,0.0,0.011695906432748537,0,0.0,1
1956,ETH,10,12,0.0,0.029239766081871343,0,0.0,1
1956,FIJ,4,5,0.0,0.011695906432748537,0,0.0,1
1956,FIN,67,71,0.0,0.195906432748538,0,0.0,1
1956,GER,100,167,0.0,0.29239766081871343,0,0.0,1
1956,GRE,13,13,0.0,0.038011695906432746,0,0.0,1
1956,GUY,6,4,0.0,0.017543859649122806,0,0.0,1
1956,HKG,3,2,0.0,0.008771929824561403,0,0.0,1
1956,HUN,82,111,0.0,0.23976608187134502,0,0.0,1
1956,INA,11,22,0.0,0.03216374269005848,0,0.0,1
1956,IND,32,58,0.0,0.0935672514619883,0,0.0,1
1956,IRI,17,17,0.0,0.049707602339181284,0,0.0,1
1956,IRL,17,18,0.0,0.049707602339181284,0,0.0,1
1956,ISL,2,2,0.0,0.005847953216374269,0,0.0,1
1956,ISR,3,3,0.0,0.008771929824561403,0,0.0,1
1956,ITA,80,135,0.0,0.23391812865497075,0,0.0,1
1956,JAM,6,6,0.0,0.017543859649122806,0,0.0,1
1956,KEN,10,25,0.0,0.029239766081871343,0,0.0,1
1956,KOR,23,35,0.0,0.06725146198830409,0,0.0,1
1956,LBR,6,4,0.0,0.017543859649122806,0,0.0,1
1956,LUX,22,11,0.0,0.06432748538011696,0,0.0,1
1956,MAL,13,32,0.0,0.038011695906432746,0,0.0,1
1956,MEX,20,24,0.0,0.05847953216374269,0,0.0,1
1956,MYA,11,11,0.0,0.03216374269005848,0,0.0,1
1956,NBO,1,2,0.0,0.0029239766081871343,0,0.0,1
1956,NED,1,1,0.0,0.0029239766081871343,0,0.0,1
1956,NGR,6,10,0.0,0.017543859649122806,0,0.0,1
1956,NOR,18,22,0.0,0.05263157894736842,0,0.0,1
1956,NZL,28,51,0.0,0.08187134502923976,0,0.0,1
1956,PAK,43,53,0.0,0.12573099415204678,0,0.0,1
1956,PER,5,8,0.0,0.014619883040935672,0,0.0,1
1956,PHI,30,39,0.0,0.08771929824561403,0,0.0,1
1956,POL,48,64,0.0,0.14035087719298245,0,0.0,1
1956,POR,7,12,0.0,0.02046783625730994,0,0.0,1
1956,PUR,9,10,0.0,0.02631578947368421,0,0.0,1
1956,ROU,39,50,0.0,0.11403508771929824,0,0.0,1
1956,RSA,50,50,0.0,0.14619883040935672,0,0.0,1
1956,SGP,13,48,0.0,0.038011695906432746,0,0.0,1
1956,SRI,3,3,0.0,0.008771929824561403,0,0.0,1
1956,SUI,6,9,0.0,0.017543859649122806,0,0.0,1
1956,SWE,80,97,0.0,0.23391812865497075,0,0.0,1
1956,TCH,54,63,0.0,0.15789473684210525,0,0.0,1
1956,THA,14,35,0.0,0.04093567251461988,0,0.0,1
1956,TPE,13,20,0.0,0.038011695906432746,0,0.0,1
1956,TTO,7,6,0.0,0.02046783625730994,0,0.0,1
1956,TUR,20,19,0.0,0.05847953216374269,0,0.0,1
1956,UGA,5,3,0.0,0.014619883040935672,0,0.0,1
1956,URU,8,21,0.0,0.023391812865497075,0,0.0,1
1956,VEN,16,22,0.0,0.04678362573099415,0,0.0,1
1956,VNM,4,6,0.0,0.011695906432748537,0,0.0,1
1956,YUG,16,35,0.0,0.04678362573099415,0,0.0,1
1960,AFG,13,12,0.0,0.03823529411764706,0,0.0,1
1960,AHO,4,5,0.0,0.011764705882352941,0,0.0,1
1960,ARG,54,92,0.0,0.1588235294117647,0,0.0,1
1960,AUS,122,189,0.0,0.3588235294117647,0,0.0,1
1960,AUT,81,103,0.0,0.23823529411764705,0,0.0,1
1960,BAH,8,13,0.0,0.023529411764705882,0,0.0,1
1960,BEL,64,100,0.0,0.18823529411764706,0,0.0,1
1960,BER,4,9,0.0,0.011764705882352941,0,0.0,1
1960,BRA,35,72,0.0,0.10294117647058823,0,0.0,1
1960,BUL,66,97,0.0,0.19411764705882353,0,0.0,1
1960,CAN,77,85,0.0,0.22647058823529412,0,0.0,1
1960,CHI,8,9,0.0,0.023529411764705882,0,0.0,1
1960,COL,13,16,0.0,0.03823529411764706,0,0.0,1
1960,CUB,15,12,0.0,0.04411764705882353,0,0.0,1
1960,DEN,46,99,0.0,0.13529411764705881,0,0.0,1
1960,ESP,83,143,0.0,0.24411764705882352,0,0.0,1
1960,ETH,8,10,0.0,0.023529411764705882,0,0.0,1
1960,FIJ,3,2,0.0,0.008823529411764706,0,0.0,1
1960,FIN,92,117,0.0,0.27058823529411763,0,0.0,1
1960,GER,148,293,0.0,0.43529411764705883,0,0.0,1
1960,GHA,12,13,0.0,0.03529411764705882,0,0.0,1
1960,GRE,38,48,0.0,0.11176470588235295,0,0.0,1
1960,GUY,6,5,0.0,0.01764705882352941,0,0.0,1
1960,HAI,1,1,0.0,0.0029411764705882353,0,0.0,1
1960,HKG,3,4,0.0,0.008823529411764706,0,0.0,1
1960,HUN,107,183,0.0,0.31470588235294117,0,0.0,1
1960,INA,17,22,0.0,0.05,0,0.0,1
1960,IND,20,45,0.0,0.058823529411764705,0,0.0,1
1960,IRI,24,23,0.0,0.07058823529411765,0,0.0,1
1960,IRL,39,49,0.0,0.11470588235294117,0,0.0,1
1960,IRQ,23,21,0.0,0.06764705882352941,0,0.0,1
1960,ISL,11,9,0.0,0.03235294117647059,0,0.0,1
1960,ISR,28,23,0.0,0.08235294117647059,0,0.0,1
1960,ITA,138,280,0.0,0.40588235294117647,0,0.0,1
1960,KEN,13,27,0.0,0.03823529411764706,0,0.0,1
1960,KOR,38,35,0.0,0.11176470588235295,0,0.0,1
1960,LBR,5,4,0.0,0.014705882352941176,0,0.0,1
1960,LIB,15,19,0.0,0.04411764705882353,0,0.0,1
1960,LIE,6,5,0.0,0.01764705882352941,0,0.0,1
1960,LUX,48,52,0.0,0.1411764705882353,0,0.0,1
1960,MAL,11,9,0.0,0.03235294117647059,0,0.0,1
1960,MAR,45,47,0.0,0.1323529411764706,0,0.0,1
1960,MEX,55,69,0.0,0.16176470588235295,0,0.0,1
1960,MLT,6,10,0.0,0.01764705882352941,0,0.0,1
1960,MON,6,11,0.0,0.01764705882352941,0,0.0,1
1960,MYA,9,10,0.0,0.026470588235294117,0,0.0,1
1960,NED,54,110,0.0,0.1588235294117647,0,0.0,1
1960,NGR,12,12,0.0,0.03529411764705882,0,0.0,1
1960,NOR,39,40,0.0,0.11470588235294117,0,0.0,1
1960,NZL,28,37,0.0,0.08235294117647059,0,0.0,1
1960,PAK,35,43,0.0,0.10294117647058823,0,0.0,1
1960,PAN,4,6,0.0,0.011764705882352941,0,0.0,1
1960,PER,8,31,0.0,0.023529411764705882,0,0.0,1
1960,PHI,27,40,0.0,0.07941176470588235,0,0.0,1
1960,POL,108,185,0.0,0.3176470588235294,0,0.0,1
1960,POR,52,65,0.0,0.15294117647058825,0,0.0,1
1960,PUR,13,27,0.0,0.03823529411764706,0,0.0,1
1960,RHO,11,10,0.0,0.03235294117647059,0,0.0,1
1960,ROU,65,98,0.0,0.19117647058823528,0,0.0,1
1960,RSA,46,55,0.0,0.13529411764705881,0,0.0,1
1960,SGP,3,5,0.0,0.008823529411764706,0,0.0,1
1960,SMR,5,9,0.0,0.014705882352941176,0,0.0,1
1960,SRI,5,5,0.0,0.014705882352941176,0,0.0,1
1960,SUD,10,10,0.0,0.029411764705882353,0,0.0,1
1960,SUI,90,149,0.0,0.2647058823529412,0,0.0,1
1960,SWE,100,133,0.0,0.29411764705882354,0,0.0,1
1960,TCH,75,116,0.0,0.22058823529411764,0,0.0,1
1960,THA,16,20,0.0,0.047058823529411764,0,0.0,1
1960,TPE,18,27,0.0,0.052941176470588235,0,0.0,1
1960,TUN,22,42,0.0,0.06470588235294118,0,0.0,1
1960,TUR,41,49,0.0,0.12058823529411765,0,0.0,1
1960,UAR,34,74,0.0,0.1,0,0.0,1
1960,UGA,11,10,0.0,0.03235294117647059,0,0.0,1
1960,URU,15,34,0.0,0.04411764705882353,0,0.0,1
1960,VEN,26,36,0.0,0.07647058823529412,0,0.0,1
1960,VNM,5,3,0.0,0.014705882352941176,0,0.0,1
1960,WIF,13,13,0.0,0.03823529411764706,0,0.0,1
1960,YUG,64,116,0.0,0.18823529411764706,0,0.0,1
1960,ZIM,6,4,0.0,0.01764705882352941,0,0.0,1
1964,AFG,8,8,0.0,0.021621621621621623,0,0.0,1
1964,AHO,4,4,0.0,0.010810810810810811,0,0.0,1
1964,ALG,7,1,0.0,0.01891891891891892,0,0.0,1
1964,ARG,78,102,0.0,0.21081081081081082,0,0.0,1
1964,AUS,133,243,0.0,0.35945945945945945,0,0.0,1
1964,AUT,54,56,0.0,0.14594594594594595,0,0.0,1
1964,BAH,6,11,0.0,0.016216216216216217,0,0.0,1
1964,BEL,36,61,0.0,0.0972972972972973,0,0.0,1
1964,BER,2,4,0.0,0.005405405405405406,0,0.0,1
1964,BOL,1,1,0.0,0.002702702702702703,0,0.0,1
1964,BRA,17,61,0.0,0.04594594594594595,0,0.0,1
1964,BUL,56,63,0.0,0.15135135135135136,0,0.0,1
1964,CAM,10,13,0.0,0.02702702702702703,0,0.0,1
1964,CAN,92,115,0.0,0.24864864864864866,0,0.0,1
1964,CGO,2,2,0.0,0.005405405405405406,0,0.0,1
1964,CHA,2,2,0.0,0.005405405405405406,0,0.0,1
1964,CHI,13,14,0.0,0.03513513513513514,0,0.0,1
1964,CIV,10,9,0.0,0.02702702702702703,0,0.0,1
1964,CMR,2,1,0.0,0.005405405405405406,0,0.0,1
1964,COL,19,20,0.0,0.051351351351351354,0,0.0,1
1964,CRC,1,2,0.0,0.002702702702702703,0,0.0,1
1964,CUB,24,27,0.0,0.06486486486486487,0,0.0,1
1964,DEN,40,60,0.0,0.10810810810810811,0,0.0,1
1964,DOM,1,1,0.0,0.002702702702702703,0,0.0,1
1964,EGY,35,72,0.0,0.0945945945945946,0,0.0,1
1964,ESP,35,50,0.0,0.0945945945945946,0,0.0,1
1964,ETH,11,12,0.0,0.02972972972972973,0,0.0,1
1964,FIN,64,89,0.0,0.17297297297297298,0,0.0,1
1964,GER,159,337,0.0,0.4297297297297297,0,0.0,1
1964,GHA,18,33,0.0,0.04864864864864865,0,0.0,1
1964,GRE,16,18,0.0,0.043243243243243246,0,0.0,1
1964,GUY,1,1,0.0,0.002702702702702703,0,0.0,1
1964,HKG,24,39,0.0,0.06486486486486487,0,0.0,1
1964,HUN,111,182,0.0,0.3,0,0.0,1
1964,IND,42,52,0.0,0.11351351351351352,0,0.0,1
1964,IRI,58,62,0.0,0.15675675675675677,0,0.0,1
1964,IRL,23,25,0.0,0.062162162162162166,0,0.0,1
1964,IRQ,14,13,0.0,0.03783783783783784,0,0.0,1
1964,ISL,5,4,0.0,0.013513513513513514,0,0.0,1
1964,ISR,12,10,0.0,0.032432432432432434,0,0.0,1
1964,ITA,91,167,0.0,0.24594594594594596,0,0.0,1
1964,JAM,16,21,0.0,0.043243243243243246,0,0.0,1
1964,KEN,21,37,0.0,0.05675675675675676,0,0.0,1
1964,KOR,93,153,0.0,0.25135135135135134,0,0.0,1
1964,LBR,2,1,0.0,0.005405405405405406,0,0.0,1
1964,LIB,3,5,0.0,0.008108108108108109,0,0.0,1
1964,LIE,3,2,0.0,0.008108108108108109,0,0.0,1
1964,LUX,18,12,0.0,0.04864864864864865,0,0.0,1
1964,MAD,4,3,0.0,0.010810810810810811,0,0.0,1
1964,MAR,10,20,0.0,0.02702702702702703,0,0.0,1
1964,MAS,48,61,0.0,0.12972972972972974,0,0.0,1
1964,MEX,58,93,0.0,0.15675675675675677,0,0.0,1
1964,MGL,29,21,0.0,0.07837837837837838,0,0.0,1
1964,MLI,2,2,0.0,0.005405405405405406,0,0.0,1
1964,MON,1,1,0.0,0.002702702702702703,0,0.0,1
1964,MYA,11,11,0.0,0.02972972972972973,0,0.0,1
1964,NED,57,125,0.0,0.15405405405405406,0,0.0,1
1964,NEP,5,6,0.0,0.013513513513513514,0,0.0,1
1964,NGR,12,18,0.0,0.032432432432432434,0,0.0,1
1964,NIG,1,1,0.0,0.002702702702702703,0,0.0,1
1964,NOR,23,26,0.0,0.062162162162162166,0,0.0,1
1964,NZL,35,63,0.0,0.0945945945945946,0,0.0,1
1964,PAK,29,41,0.0,0.07837837837837838,0,0.0,1
1964,PAN,10,10,0.0,0.02702702702702703,0,0.0,1
1964,PER,19,31,0.0,0.051351351351351354,0,0.0,1
1964,PHI,45,47,0.0,0.12162162162162163,0,0.0,1
1964,POL,87,139,0.0,0.23513513513513515,0,0.0,1
1964,POR,20,20,0.0,0.05405405405405406,0,0.0,1
1964,PUR,29,32,0.0,0.07837837837837838,0,0.0,1
1964,ROU,76,138,0.0,0.20540540540540542,0,0.0,1
1964,SEN,7,12,0.0,0.01891891891891892,0,0.0,1
1964,SRI,6,6,0.0,0.016216216216216217,0,0.0,1
1964,SUI,51,66,0.0,0.13783783783783785,0,0.0,1
1964,SWE,72,94,0.0,0.1945945945945946,0,0.0,1
1964,TAN,4,4,0.0,0.010810810810810811,0,0.0,1
1964,TCH,64,104,0.0,0.17297297297297298,0,0.0,1
1964,THA,41,54,0.0,0.11081081081081082,0,0.0,1
1964,TPE,46,40,0.0,0.12432432432432433,0,0.0,1
1964,TTO,10,13,0.0,0.02702702702702703,0,0.0,1
1964,TUN,9,9,0.0,0.024324324324324326,0,0.0,1
1964,TUR,24,23,0.0,0.06486486486486487,0,0.0,1
1964,UGA,14,13,0.0,0.03783783783783784,0,0.0,1
1964,URU,8,23,0.0,0.021621621621621623,0,0.0,1
1964,VEN,16,16,0.0,0.043243243243243246,0,0.0,1
1964,VNM,14,15,0.0,0.03783783783783784,0,0.0,1
1964,YUG,32,75,0.0,0.08648648648648649,0,0.0,1
1964,ZAM,13,12,0.0,0.03513513513513514,0,0.0,1
1964,ZIM,15,29,0.0,0.04054054054054054,0,0.0,1
1968,AFG,5,5,0.0,0.012953367875647668,0,0.0,1
1968,AHO,4,5,0.0,0.010362694300518135,0,0.0,1
1968,ALG,9,3,0.0,0.023316062176165803,0,0.0,1
1968,ARG,60,89,0.0,0.15544041450777202,0,0.0,1
1968,AUS,105,128,0.0,0.27202072538860106,0,0.0,1
1968,AUT,37,43,0.0,0.09585492227979274,0,0.0,1
1968,BAH,12,16,0.0,0.031088082901554404,0,0.0,1
1968,BAR,10,9,0.0,0.025906735751295335,0,0.0,1
1968,BEL,55,82,0.0,0.14248704663212436,0,0.0,1
1968,BER,4,6,0.0,0.010362694300518135,0,0.0,1
1968,BIZ,6,7,0.0,0.015544041450777202,0,0.0,1
1968,BOL,3,4,0.0,0.007772020725388601,0,0.0,1
1968,BRA,27,75,0.0,0.06994818652849741,0,0.0,1
1968,BUL,69,112,0.0,0.17875647668393782,0,0.0,1
1968,CAF,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,CAN,124,139,0.0,0.32124352331606215,0,0.0,1
1968,CHA,3,3,0.0,0.007772020725388601,0,0.0,1
1968,CHI,19,21,0.0,0.04922279792746114,0,0.0,1
1968,CIV,7,10,0.0,0.018134715025906734,0,0.0,1
1968,CMR,5,5,0.0,0.012953367875647668,0,0.0,1
1968,COD,2,5,0.0,0.0051813471502590676,0,0.0,1
1968,COL,33,43,0.0,0.08549222797927461,0,0.0,1
1968,CRC,18,18,0.0,0.046632124352331605,0,0.0,1
1968,CUB,78,115,0.0,0.20207253886010362,0,0.0,1
1968,DEN,53,62,0.0,0.13730569948186527,0,0.0,1
1968,DOM,16,18,0.0,0.04145077720207254,0,0.0,1
1968,ECU,21,15,0.0,0.054404145077720206,0,0.0,1
1968,EGY,18,30,0.0,0.046632124352331605,0,0.0,1
1968,ESA,48,60,0.0,0.12435233160621761,0,0.0,1
1968,ESP,50,122,0.0,0.12953367875647667,0,0.0,1
1968,ETH,13,18,0.0,0.03367875647668394,0,0.0,1
1968,FIJ,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,FIN,61,66,0.0,0.15803108808290156,0,0.0,1
1968,GHA,18,31,0.0,0.046632124352331605,0,0.0,1
1968,GRE,27,44,0.0,0.06994818652849741,0,0.0,1
1968,GUA,37,48,0.0,0.09585492227979274,0,0.0,1
1968,GUI,1,14,0.0,0.0025906735751295338,0,0.0,1
1968,GUY,6,5,0.0,0.015544041450777202,0,0.0,1
1968,Germany,166,499,25.0,0.43005181347150256,0,61.3,1
1968,Germany,166,499,26.0,0.43005181347150256,0,61.3,1
1968,HKG,12,11,0.0,0.031088082901554404,0,0.0,1
1968,HON,4,6,0.0,0.010362694300518135,0,0.0,1
1968,HUN,116,166,0.0,0.3005181347150259,0,0.0,1
1968,INA,5,6,0.0,0.012953367875647668,0,0.0,1
1968,IND,11,23,0.0,0.02849740932642487,0,0.0,1
1968,IRI,14,14,0.0,0.03626943005181347,0,0.0,1
1968,IRL,32,31,0.0,0.08290155440414508,0,0.0,1
1968,IRQ,4,3,0.0,0.010362694300518135,0,0.0,1
1968,ISL,15,8,0.0,0.038860103626943004,0,0.0,1
1968,ISR,20,29,0.0,0.05181347150259067,0,0.0,1
1968,ISV,5,6,0.0,0.012953367875647668,0,0.0,1
1968,ITA,103,167,0.0,0.266839378238342,0,0.0,1
1968,JAM,21,25,0.0,0.054404145077720206,0,0.0,1
1968,KEN,22,39,0.0,0.05699481865284974,0,0.0,1
1968,KOR,43,54,0.0,0.11139896373056994,0,0.0,1
1968,KUW,1,2,0.0,0.0025906735751295338,0,0.0,1
1968,LBA,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,LIB,13,11,0.0,0.03367875647668394,0,0.0,1
1968,LIE,3,2,0.0,0.007772020725388601,0,0.0,1
1968,LUX,7,5,0.0,0.018134715025906734,0,0.0,1
1968,MAD,6,4,0.0,0.015544041450777202,0,0.0,1
1968,MAR,14,25,0.0,0.03626943005181347,0,0.0,1
1968,MAS,14,31,0.0,0.03626943005181347,0,0.0,1
1968,MEX,146,272,0.0,0.37823834196891193,0,0.0,1
1968,MGL,26,16,0.0,0.06735751295336788,0,0.0,1
1968,MLI,2,2,0.0,0.0051813471502590676,0,0.0,1
1968,MLT,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,MON,1,2,0.0,0.0025906735751295338,0,0.0,1
1968,MYA,3,4,0.0,0.007772020725388601,0,0.0,1
1968,NCA,15,11,0.0,0.038860103626943004,0,0.0,1
1968,NED,52,107,0.0,0.13471502590673576,0,0.0,1
1968,NGR,18,36,0.0,0.046632124352331605,0,0.0,1
1968,NIG,2,2,0.0,0.0051813471502590676,0,0.0,1
1968,NOR,36,46,0.0,0.09326424870466321,0,0.0,1
1968,NZL,26,52,0.0,0.06735751295336788,0,0.0,1
1968,PAK,3,15,0.0,0.007772020725388601,0,0.0,1
1968,PAN,5,16,0.0,0.012953367875647668,0,0.0,1
1968,PAR,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,PER,21,28,0.0,0.054404145077720206,0,0.0,1
1968,PHI,53,49,0.0,0.13730569948186527,0,0.0,1
1968,POL,112,177,0.0,0.29015544041450775,0,0.0,1
1968,POR,24,20,0.0,0.06217616580310881,0,0.0,1
1968,PUR,54,58,0.0,0.13989637305699482,0,0.0,1
1968,ROU,64,82,0.0,0.16580310880829016,0,0.0,1
1968,SEN,9,21,0.0,0.023316062176165803,0,0.0,1
1968,SGP,6,4,0.0,0.015544041450777202,0,0.0,1
1968,SLE,4,3,0.0,0.010362694300518135,0,0.0,1
1968,SMR,2,4,0.0,0.0051813471502590676,0,0.0,1
1968,SRI,3,3,0.0,0.007772020725388601,0,0.0,1
1968,SUD,7,5,0.0,0.018134715025906734,0,0.0,1
1968,SUI,68,85,0.0,0.17616580310880828,0,0.0,1
1968,SUR,1,1,0.0,0.0025906735751295338,0,0.0,1
1968,SWE,95,100,0.0,0.24611398963730569,0,0.0,1
1968,SYR,2,2,0.0,0.0051813471502590676,0,0.0,1
1968,TAN,5,4,0.0,0.012953367875647668,0,0.0,1
1968,TCH,66,121,0.0,0.17098445595854922,0,0.0,1
1968,THA,18,41,0.0,0.046632124352331605,0,0.0,1
1968,TPE,57,43,0.0,0.14766839378238342,0,0.0,1
1968,TTO,14,19,0.0,0.03626943005181347,0,0.0,1
1968,TUN,7,7,0.0,0.018134715025906734,0,0.0,1
1968,TUR,29,29,0.0,0.07512953367875648,0,0.0,1
1968,UGA,14,11,0.0,0.03626943005181347,0,0.0,1
1968,URU,31,27,0.0,0.08031088082901554,0,0.0,1
1968,VEN,17,23,0.0,0.04404145077720207,0,0.0,1
1968,VNM,7,9,0.0,0.018134715025906734,0,0.0,1
1968,YUG,54,69,0.0,0.13989637305699482,0,0.0,1
1968,ZAM,5,7,0.0,0.012953367875647668,0,0.0,1
1972,AFG,8,8,0.0,0.018223234624145785,0,0.0,1
1972,AHO,2,2,0.0,0.004555808656036446,0,0.0,1
1972,ALB,3,5,0.0,0.00683371298405467,0,0.0,1
1972,ALG,5,5,0.0,0.011389521640091117,0,0.0,1
1972,ARG,62,92,0.0,0.14123006833712984,0,0.0,1
1972,AUS,110,168,0.0,0.2505694760820046,0,0.0,1
1972,AUT,68,111,0.0,0.1548974943052392,0,0.0,1
1972,BAH,13,20,0.0,0.029612756264236904,0,0.0,1
1972,BAR,13,13,0.0,0.029612756264236904,0,0.0,1
1972,BEL,51,88,0.0,0.11617312072892938,0,0.0,1
1972,BEN,3,3,0.0,0.00683371298405467,0,0.0,1
1972,BER,4,9,0.0,0.009111617312072893,0,0.0,1
1972,BIZ,2,1,0.0,0.004555808656036446,0,0.0,1
1972,BOL,9,11,0.0,0.02050113895216401,0,0.0,1
1972,BRA,44,80,0.0,0.10022779043280182,0,0.0,1
1972,BUL,92,129,0.0,0.20956719817767655,0,0.0,1
1972,BUR,1,1,0.0,0.002277904328018223,0,0.0,1
1972,CAM,14,9,0.0,0.03189066059225513,0,0.0,1
1972,CAN,136,207,0.0,0.3097949886104784,0,0.0,1
1972,CGO,5,6,0.0,0.011389521640091117,0,0.0,1
1972,CHA,4,4,0.0,0.009111617312072893,0,0.0,1
1972,CHI,9,11,0.0,0.02050113895216401,0,0.0,1
1972,CIV,7,11,0.0,0.015945330296127564,0,0.0,1
1972,CMR,12,11,0.0,0.02733485193621868,0,0.0,1
1972,COL,39,59,0.0,0.0888382687927107,0,0.0,1
1972,CRC,4,3,0.0,0.009111617312072893,0,0.0,1
1972,CUB,69,137,0.0,0.1571753986332574,0,0.0,1
1972,DEN,73,126,0.0,0.1662870159453303,0,0.0,1
1972,DOM,4,5,0.0,0.009111617312072893,0,0.0,1
1972,ECU,4,2,0.0,0.009111617312072893,0,0.0,1
1972,EGY,16,23,0.0,0.03644646924829157,0,0.0,1
1972,ESA,12,11,0.0,0.02733485193621868,0,0.0,1
1972,ESP,59,122,0.0,0.13439635535307518,0,0.0,1
1972,ETH,20,31,0.0,0.04555808656036447,0,0.0,1
1972,FIJ,4,2,0.0,0.009111617312072893,0,0.0,1
1972,FIN,75,96,0.0,0.17084282460136674,0,0.0,1
1972,GAB,1,1,0.0,0.002277904328018223,0,0.0,1
1972,GHA,17,35,0.0,0.0387243735763098,0,0.0,1
1972,GRE,46,60,0.0,0.10478359908883828,0,0.0,1
1972,GUA,10,8,0.0,0.022779043280182234,0,0.0,1
1972,GUY,4,3,0.0,0.009111617312072893,0,0.0,1
1972,Germany,189,721,66.0,0.4305239179954442,0,61.3,1
1972,Germany,189,721,40.0,0.4305239179954442,0,61.3,1
1972,HAI,7,7,0.0,0.015945330296127564,0,0.0,1
1972,HKG,13,10,0.0,0.029612756264236904,0,0.0,1
1972,HUN,134,226,0.0,0.3052391799544419,0,0.0,1
1972,INA,7,6,0.0,0.015945330296127564,0,0.0,1
1972,IND,27,41,0.0,0.06150341685649203,0,0.0,1
1972,IRI,33,48,0.0,0.07517084282460136,0,0.0,1
1972,IRL,54,59,0.0,0.12300683371298406,0,0.0,1
1972,ISL,16,25,0.0,0.03644646924829157,0,0.0,1
1972,ISR,14,14,0.0,0.03189066059225513,0,0.0,1
1972,ISV,9,16,0.0,0.02050113895216401,0,0.0,1
1972,ITA,123,223,0.0,0.28018223234624146,0,0.0,1
1972,JAM,27,32,0.0,0.06150341685649203,0,0.0,1
1972,KEN,29,57,0.0,0.06605922551252848,0,0.0,1
1972,KOR,24,42,0.0,0.05466970387243736,0,0.0,1
1972,KSA,11,10,0.0,0.025056947608200455,0,0.0,1
1972,KUW,4,4,0.0,0.009111617312072893,0,0.0,1
1972,LBR,5,5,0.0,0.011389521640091117,0,0.0,1
1972,LES,2,1,0.0,0.004555808656036446,0,0.0,1
1972,LIB,23,19,0.0,0.05239179954441914,0,0.0,1
1972,LIE,11,6,0.0,0.025056947608200455,0,0.0,1
1972,LUX,8,11,0.0,0.018223234624145785,0,0.0,1
1972,MAD,10,11,0.0,0.022779043280182234,0,0.0,1
1972,MAR,19,35,0.0,0.04328018223234624,0,0.0,1
1972,MAS,20,44,0.0,0.04555808656036447,0,0.0,1
1972,MAW,17,16,0.0,0.0387243735763098,0,0.0,1
1972,MEX,112,171,0.0,0.255125284738041,0,0.0,1
1972,MGL,39,39,0.0,0.0888382687927107,0,0.0,1
1972,MLI,3,3,0.0,0.00683371298405467,0,0.0,1
1972,MLT,2,5,0.0,0.004555808656036446,0,0.0,1
1972,MON,4,5,0.0,0.009111617312072893,0,0.0,1
1972,MYA,7,17,0.0,0.015945330296127564,0,0.0,1
1972,NCA,10,8,0.0,0.022779043280182234,0,0.0,1
1972,NED,72,119,0.0,0.16400911161731208,0,0.0,1
1972,NEP,1,2,0.0,0.002277904328018223,0,0.0,1
1972,NGR,24,25,0.0,0.05466970387243736,0,0.0,1
1972,NIG,4,4,0.0,0.009111617312072893,0,0.0,1
1972,NOR,70,112,0.0,0.15945330296127563,0,0.0,1
1972,NZL,63,89,0.0,0.14350797266514806,0,0.0,1
1972,PAK,12,24,0.0,0.02733485193621868,0,0.0,1
1972,PAN,8,7,0.0,0.018223234624145785,0,0.0,1
1972,PAR,3,3,0.0,0.00683371298405467,0,0.0,1
1972,PER,25,20,0.0,0.05694760820045558,0,0.0,1
1972,PHI,47,53,0.0,0.1070615034168565,0,0.0,1
1972,POL,150,290,0.0,0.3416856492027335,0,0.0,1
1972,POR,28,29,0.0,0.06378132118451026,0,0.0,1
1972,PRK,23,37,0.0,0.05239179954441914,0,0.0,1
1972,PUR,37,53,0.0,0.08428246013667426,0,0.0,1
1972,ROU,102,159,0.0,0.23234624145785876,0,0.0,1
1972,SEN,23,38,0.0,0.05239179954441914,0,0.0,1
1972,SGP,12,7,0.0,0.02733485193621868,0,0.0,1
1972,SMR,4,7,0.0,0.009111617312072893,0,0.0,1
1972,SOM,4,3,0.0,0.009111617312072893,0,0.0,1
1972,SRI,6,4,0.0,0.01366742596810934,0,0.0,1
1972,SUD,15,26,0.0,0.03416856492027335,0,0.0,1
1972,SUI,116,151,0.0,0.2642369020501139,0,0.0,1
1972,SUR,3,2,0.0,0.00683371298405467,0,0.0,1
1972,SWE,90,131,0.0,0.20501138952164008,0,0.0,1
1972,SWZ,4,2,0.0,0.009111617312072893,0,0.0,1
1972,SYR,4,5,0.0,0.009111617312072893,0,0.0,1
1972,TAN,16,15,0.0,0.03644646924829157,0,0.0,1
1972,TCH,93,181,0.0,0.21184510250569477,0,0.0,1
1972,THA,21,33,0.0,0.04783599088838269,0,0.0,1
1972,TOG,5,7,0.0,0.011389521640091117,0,0.0,1
1972,TPE,41,21,0.0,0.09339407744874716,0,0.0,1
1972,TTO,16,19,0.0,0.03644646924829157,0,0.0,1
1972,TUN,11,35,0.0,0.025056947608200455,0,0.0,1
1972,TUR,43,43,0.0,0.0979498861047836,0,0.0,1
1972,UGA,19,33,0.0,0.04328018223234624,0,0.0,1
